Локальный идентификатор;Наименование;Долгота в WGS-84;Широта в WGS-84;Станция метрополитена;Линия;Режим работы по чётным дням;Режим работы по нечётным дням;Количество полнофункциональных БПА (все типы билетов);Количество малофункциональных БПА (билеты на 1 и 2 поездки);Общее количество БПА;Ремонт эскалаторов;global_id;Геоданные
673;Лубянка, вход-выход 2 в северный вестибюль;37.6264345;55.7588185;Лубянка;Сокольническая линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:36:55, по 2 пути в 05:58:50; последний поезд по 1 пути в 01:21:15, по 2 пути в 01:35:40";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:36:00, по 2 пути в 05:58:40; последний поезд по 1 пути в 01:21:15, по 2 пути в 01:35:40";;5;5;;1773727;{type=Point, coordinates=[37.6264345304222, 55.7588181316163]}
674;Лубянка, вход-выход 3 в северный вестибюль;37.6271876;55.7589691;Лубянка;Сокольническая линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:36:55, по 2 пути в 05:58:50; последний поезд по 1 пути в 01:21:15, по 2 пути в 01:35:40";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:36:00, по 2 пути в 05:58:40; последний поезд по 1 пути в 01:21:15, по 2 пути в 01:35:40";;5;5;;1773728;{type=Point, coordinates=[37.627187630343, 55.7589687317001]}
675;Лубянка, вход-выход 4 в северный вестибюль;37.6281027;55.759298;Лубянка;Сокольническая линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:36:55, по 2 пути в 05:58:50; последний поезд по 1 пути в 01:21:15, по 2 пути в 01:35:40";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:36:00, по 2 пути в 05:58:40; последний поезд по 1 пути в 01:21:15, по 2 пути в 01:35:40";;5;5;;1773729;{type=Point, coordinates=[37.6281027306453, 55.7592976316365]}
678;Лубянка, вход-выход 7 в северный вестибюль;37.6280056;55.7600076;Лубянка;Сокольническая линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:36:55, по 2 пути в 05:58:50; последний поезд по 1 пути в 01:21:15, по 2 пути в 01:35:40";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:36:00, по 2 пути в 05:58:40; последний поезд по 1 пути в 01:21:15, по 2 пути в 01:35:40";;5;5;;1773730;{type=Point, coordinates=[37.6280056308496, 55.7600072314967]}
677;Лубянка, вход-выход 6 в северный вестибюль;37.6284663;55.7596192;Лубянка;Сокольническая линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:36:55, по 2 пути в 05:58:50; последний поезд по 1 пути в 01:21:15, по 2 пути в 01:35:40";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:36:00, по 2 пути в 05:58:40; последний поезд по 1 пути в 01:21:15, по 2 пути в 01:35:40";;5;5;;1773731;{type=Point, coordinates=[37.6284663300439, 55.7596188317832]}
679;Лубянка, вход-выход 8 в северный вестибюль;37.628384;55.759958;Лубянка;Сокольническая линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:36:55, по 2 пути в 05:58:50; последний поезд по 1 пути в 01:21:15, по 2 пути в 01:35:40";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:36:00, по 2 пути в 05:58:40; последний поезд по 1 пути в 01:21:15, по 2 пути в 01:35:40";;5;5;11.01.2017-17.02.2017;1773732;{type=Point, coordinates=[37.6283840308902, 55.7599576314877]}
670;Лубянка, вход в южный вестибюль;37.6257502;55.7590701;Лубянка;Сокольническая линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:36:55, по 2 пути в 05:58:50; последний поезд по 1 пути в 01:21:15, по 2 пути в 01:35:40";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:36:00, по 2 пути в 05:58:40; последний поезд по 1 пути в 01:21:15, по 2 пути в 01:35:40";;5;5;;1773733;{type=Point, coordinates=[37.6257502306728, 55.7590697315823]}
449;Люблино, вход-выход в южный вестибюль;37.7610191;55.674484;Люблино;Люблинско-Дмитровская линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:55:30, по 2 пути в 05:45:30; последний поезд по 1 пути в 01:43:30, по 2 пути в 01:16:35";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:59:30, по 2 пути в 05:40:00; последний поезд по 1 пути в 01:34:00, по 2 пути в 01:16:00";;5;5;;1773734;{type=Point, coordinates=[37.7610191301332, 55.6744836309812]}
451;Люблино, вход-выход 2 в северный вестибюль;37.7618126;55.6767171;Люблино;Люблинско-Дмитровская линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:55:30, по 2 пути в 05:45:30; последний поезд по 1 пути в 01:43:30, по 2 пути в 01:16:35";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:59:30, по 2 пути в 05:40:00; последний поезд по 1 пути в 01:34:00, по 2 пути в 01:16:00";;5;5;31.03.2016-13.05.2016;1773735;{type=Point, coordinates=[37.7618126308919, 55.6767167309919]}
676;Лубянка, вход-выход 5 в северный вестибюль;37.6283278;55.7593986;Лубянка;Сокольническая линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:36:55, по 2 пути в 05:58:50; последний поезд по 1 пути в 01:21:15, по 2 пути в 01:35:40";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:36:00, по 2 пути в 05:58:40; последний поезд по 1 пути в 01:21:15, по 2 пути в 01:35:40";;5;5;;1773736;{type=Point, coordinates=[37.6283278304885, 55.7593982318621]}
450;Люблино, вход-выход 1 в северный вестибюль;37.7618992;55.6770532;Люблино;Люблинско-Дмитровская линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:55:30, по 2 пути в 05:45:30; последний поезд по 1 пути в 01:43:30, по 2 пути в 01:16:35";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:57:00, по 2 пути в 05:40:00; последний поезд по 1 пути в 01:42:30, по 2 пути в 01:16:00";;5;5;;1773737;{type=Point, coordinates=[37.7618992302824, 55.6770528310541]}
452;Люблино, вход-выход 3 в северный вестибюль;37.7621184;55.6771029;Люблино;Люблинско-Дмитровская линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:55:30, по 2 пути в 05:45:30; последний поезд по 1 пути в 01:43:30, по 2 пути в 01:16:35";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:57:00, по 2 пути в 05:40:00; последний поезд по 1 пути в 01:42:30, по 2 пути в 01:16:00";;5;5;;1773738;{type=Point, coordinates=[37.7621184308898, 55.6771025308858]}
453;Люблино, вход-выход 4 в северный вестибюль;37.7627843;55.677062;Люблино;Люблинско-Дмитровская линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:55:30, по 2 пути в 05:45:30; последний поезд по 1 пути в 01:43:30, по 2 пути в 01:16:35";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:57:00, по 2 пути в 05:40:00; последний поезд по 1 пути в 01:42:30, по 2 пути в 01:16:00";;5;5;;1773739;{type=Point, coordinates=[37.7627843304497, 55.6770616308459]}
454;Люблино, вход-выход 5 в северный вестибюль;37.7629313;55.6769211;Люблино;Люблинско-Дмитровская линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:55:30, по 2 пути в 05:45:30; последний поезд по 1 пути в 01:43:30, по 2 пути в 01:16:35";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:57:00, по 2 пути в 05:40:00; последний поезд по 1 пути в 01:42:30, по 2 пути в 01:16:00";;5;5;;1773740;{type=Point, coordinates=[37.7629313307623, 55.6769207311059]}
199;Марксистская, вход-выход 2 в вестибюль;37.656423;55.7406722;Марксистская;Калининская линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:48:10, по 2 пути в 05:42:55; последний поезд по 1 пути в 01:22:25, по 2 пути в 01:05:40";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:48:10, по 2 пути в 05:42:55; последний поезд по 1 пути в 01:22:25, по 2 пути в 01:05:40";;5;5;18.10.2016-23.12.2016;1773741;{type=Point, coordinates=[37.6564230311769, 55.7406718315832]}
198;Марксистская, вход-выход 1 в вестибюль;37.6567019;55.7411071;Марксистская;Калининская линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:48:10, по 2 пути в 05:42:55; последний поезд по 1 пути в 01:22:25, по 2 пути в 01:05:40";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:48:10, по 2 пути в 05:42:55; последний поезд по 1 пути в 01:22:25, по 2 пути в 01:05:40";;5;5;18.10.2016-23.12.2016;1773742;{type=Point, coordinates=[37.6567019311238, 55.7411067312378]}
487;Марьина роща, вход-выход 3 в южный вестибюль;37.6168452;55.7935291;Марьина роща;Люблинско-Дмитровская линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:40:35; по 2 пути в 05:59:30; последний поезд по 1 пути в 01:12:30, по 2 пути в 01:47:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:57:30; по 2 пути в 05:57:30; последний поезд по 1 пути в 01:12:30, по 2 пути в 01:47:00";;4;4;;1773743;{type=Point, coordinates=[37.6168452304623, 55.7935287316101]}
485;Марьина роща, вход-выход 1 в южный вестибюль;37.6159225;55.7935652;Марьина роща;Люблинско-Дмитровская линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:40:30; по 2 пути в 05:59:30; последний поезд по 1 пути в 01:12:30, по 2 пути в 01:47:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:57:30; по 2 пути в 05:57:30; последний поезд по 1 пути в 01:12:30, по 2 пути в 01:47:00";;4;4;;1773744;{type=Point, coordinates=[37.6159225304135, 55.7935648318718]}
488;Марьина роща, вход-выход в северный вестибюль;37.6169578;55.7971408;Марьина роща;Люблинско-Дмитровская линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:40:30; по 2 пути в 05:59:30; последний поезд по 1 пути в 01:12:30, по 2 пути в 01:47:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:57:30; по 2 пути в 05:57:30; последний поезд по 1 пути в 01:12:30, по 2 пути в 01:47:00";;2;2;;1773745;{type=Point, coordinates=[37.6169578306962, 55.7971404316768]}
440;Марьино, вход-выход 2 в северный вестибюль;37.743716;55.651296;Марьино;Люблинско-Дмитровская линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:57:00, по 2 пути в 05:51:10; последний поезд по 1 пути в 01:49:30, по 2 пути в 01:10:30";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:55:00, по 2 пути в 05:40:00; последний поезд по 1 пути в 01:49:30, по 2 пути в 01:10:30";;5;5;;1773746;{type=Point, coordinates=[37.7437160308324, 55.651295631052]}
441;Марьино, вход-выход 3 в северный вестибюль;37.7438447;55.6510084;Марьино;Люблинско-Дмитровская линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:57:00, по 2 пути в 05:51:10; последний поезд по 1 пути в 01:49:30, по 2 пути в 01:10:30";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:55:00, по 2 пути в 05:40:00; последний поезд по 1 пути в 01:49:30, по 2 пути в 01:10:30";;5;5;;1773747;{type=Point, coordinates=[37.7438447306659, 55.6510080310095]}
435;Марьино, вход-выход 1 в южный вестибюль;37.7438608;55.6491637;Марьино;Люблинско-Дмитровская линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:57:00, по 2 пути в 05:51:10; последний поезд по 1 пути в 01:49:30, по 2 пути в 01:10:30";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:55:00, по 2 пути в 05:40:00; последний поезд по 1 пути в 01:49:30, по 2 пути в 01:10:30";;5;5;;1773748;{type=Point, coordinates=[37.7438608302688, 55.6491633310743]}
438;Марьино, вход-выход 4 в южный вестибюль;37.7439623;55.6489065;Марьино;Люблинско-Дмитровская линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:57:25, по 2 пути в 05:51:10; последний поезд по 1 пути в 01:49:30, по 2 пути в 01:10:30";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:55:55, по 2 пути в 05:40:50; последний поезд по 1 пути в 01:49:30, по 2 пути в 01:10:30";;5;5;;1773749;{type=Point, coordinates=[37.7439623309122, 55.6489061310543]}
436;Марьино, вход-выход 2 в южный вестибюль;37.744483;55.649279;Марьино;Люблинско-Дмитровская линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:57:25, по 2 пути в 05:51:10; последний поезд по 1 пути в 01:49:30, по 2 пути в 01:10:30";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:55:55, по 2 пути в 05:40:50; последний поезд по 1 пути в 01:49:30, по 2 пути в 01:10:30";;5;5;;1773750;{type=Point, coordinates=[37.7444830303838, 55.649278630914]}
437;Марьино, вход-выход 3 в южный вестибюль;37.744606;55.648937;Марьино;Люблинско-Дмитровская линия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:57:25, по 2 пути в 05:51:10; последний поезд по 1 пути в 01:49:30, по 2 пути в 01:10:30";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:55:55, по 2 пути в 05:40:50; последний поезд по 1 пути в 01:49:30, по 2 пути в 01:10:30";;5;5;;1773751;{type=Point, coordinates=[37.7446060304066, 55.6489366308572]}
